indoor_relative_humidity [%],illuminance [lux],indoor_temperature,wind_speed [m/s],occupant_count [number],Atmospheric Pressure,optimal temperature
75.1,24.92,26.5,1.08,26,54.6,25.2
71.6,31.62,26.5,1.36,26,55.0,25.4
66.7,36.8,26.5,1.71,28,55.1,25.4
72.0,35.77,26.5,1.78,25,54.7,24.9
79.5,37.16,26.5,0.79,25,56.1,24.6
74.4,45.05,26.6,2.61,34,55.0,24.5
78.8,53.39,26.6,1.21,31,53.8,24.4
83.2,55.46,26.6,0.61,25,53.5,24.6
81.6,50.88,26.6,0.42,26,54.2,24.7
77.7,48.51,26.6,0.76,27,53.8,24.4
82.5,44.36,26.6,2.68,33,54.4,24.4
85.4,42.64,26.6,1.53,29,54.5,24.6
83.1,46.59,26.6,0.77,33,54.1,24.7
81.1,48.82,26.6,1.01,34,53.7,24.3
84.7,50.2,26.6,1.19,25,55.5,24.5
86.8,52.03,26.6,1.8,29,54.4,24.6
80.8,51.45,26.6,1.02,28,54.3,24.6
82.7,50.56,26.6,1.62,31,54.4,24.3
86.0,53.57,26.6,1.59,33,53.7,24.5
86.1,75.8,26.6,1.96,31,55.8,24.5
82.6,92.63,26.7,0.46,27,58.5,24.0
80.5,91.79,26.7,2.35,33,58.0,23.5
84.2,92.28,26.7,0.9,25,58.2,23.8
82.8,96.4,26.6,0.92,26,57.5,23.6
81.3,97.53,26.7,1.5,25,59.4,23.4
84.8,98.33,26.7,0.7,29,63.8,23.7
82.1,100.77,26.7,0.73,34,59.5,23.5
82.1,100.77,26.7,0.73,35,59.5,23.5
82.1,100.77,26.7,0.73,30,59.5,23.5
81.9,120.84,26.7,2.66,29,59.9,23.3
82.2,124.57,26.8,0.82,28,58.1,23.3
84.7,129.11,26.7,1.0,33,57.6,23.6
84.7,133.19,26.7,1.87,31,57.4,23.7
81.7,135.11,26.7,0.84,32,56.8,23.3
85.3,141.3,26.7,1.33,32,62.6,23.7
85.6,145.39,26.7,0.75,35,59.6,23.7
83.7,153.76,26.7,1.0,25,57.0,23.4
85.3,158.97,26.7,0.09,33,57.5,23.5
86.1,160.72,26.7,0.58,29,58.6,23.7
82.9,160.1,26.7,0.88,30,57.4,23.4
83.7,160.72,26.7,0.96,29,57.3,23.5
86.7,161.58,26.7,0.95,30,57.7,23.9
83.5,159.99,26.7,1.02,28,58.6,23.6
81.6,159.75,26.7,0.38,28,57.2,23.5
83.8,157.34,26.6,0.6,31,57.5,23.8
81.5,153.4,26.6,0.41,27,59.0,23.4
80.7,147.44,26.6,1.51,31,57.0,23.3
82.8,142.31,26.7,2.93,26,57.2,23.7
86.4,141.64,26.7,3.19,27,56.1,23.9
84.3,139.86,26.8,1.7,25,57.1,23.6
82.3,141.66,26.8,4.27,29,57.1,23.3
85.9,146.66,26.7,2.84,34,56.8,23.7
86.7,148.52,26.7,0.77,34,57.0,23.8
82.4,147.48,26.3,4.81,30,57.3,23.4
84.2,144.74,26.3,4.33,30,57.1,23.6
85.7,141.49,26.3,1.02,35,61.0,23.7
82.3,108.94,26.4,2.24,33,59.3,23.3
83.9,86.86,26.5,0.1,30,58.3,23.4
86.7,80.89,26.7,3.65,33,57.6,23.7
83.9,84.43,26.7,3.61,30,57.6,23.4
84.0,81.89,26.5,1.79,27,58.5,23.4
86.3,77.83,26.5,3.88,27,56.7,24.1
86.5,79.12,26.5,0.73,32,56.3,24.4
86.5,79.12,26.5,0.73,34,56.3,24.4
86.5,79.12,26.5,0.73,29,56.3,24.4
82.8,98.71,26.4,3.74,29,62.3,24.3
81.8,112.32,26.5,3.37,31,59.8,24.4
80.1,100.82,26.4,1.34,30,58.7,24.3
79.0,92.57,26.5,1.82,29,58.5,24.5
81.1,88.77,26.5,5.16,25,59.1,24.8
79.8,84.51,26.4,3.5,25,57.2,24.8
77.1,84.66,26.4,2.18,31,58.1,24.4
78.4,87.66,26.4,4.07,25,57.2,24.5
79.5,89.02,26.4,2.98,31,57.5,24.5
77.0,89.91,26.4,2.95,30,58.4,24.3
76.4,89.93,26.4,3.14,26,60.8,24.3
76.4,89.82,26.3,2.73,29,59.5,24.5
74.4,89.37,26.3,2.02,34,59.1,24.6
73.5,89.88,26.4,3.84,35,58.5,24.6
73.1,90.92,26.6,3.54,32,57.6,24.4
72.7,91.63,26.5,2.93,33,57.3,24.2
74.8,91.93,26.5,4.67,25,57.0,24.5
76.8,91.84,26.5,1.93,31,56.6,24.7
74.6,91.66,26.5,2.98,34,59.1,24.7
73.7,91.85,26.4,2.69,27,58.9,24.6
73.6,92.09,26.4,1.2,27,59.0,24.7
72.8,92.17,26.3,2.18,29,59.0,24.8
72.1,93.19,26.3,2.25,35,58.1,24.7
72.9,95.75,26.1,2.65,26,59.3,24.7
77.0,97.49,26.1,1.82,34,60.6,24.8
77.1,97.5,25.9,1.56,35,59.3,24.5
75.0,98.79,25.8,2.0,31,59.4,24.4
74.0,101.02,25.9,0.8,27,56.5,24.6
75.1,99.91,25.6,3.09,32,56.8,24.7
76.3,96.68,25.0,0.52,30,56.8,24.9
76.3,93.63,25.0,2.61,31,58.7,24.6
75.9,90.77,25.0,1.17,33,59.5,24.7
75.0,89.28,24.8,4.33,25,58.8,24.4
75.8,87.62,24.3,3.63,27,58.1,24.4
78.1,85.94,23.9,3.04,25,61.4,24.5
76.4,84.46,24.0,2.76,33,60.2,24.4
76.5,83.46,24.1,2.55,26,59.6,24.5
75.5,82.15,23.8,2.91,31,58.3,24.7
75.2,80.81,24.0,2.65,33,61.1,24.7
74.0,79.38,24.2,3.12,32,60.3,24.7
74.1,77.86,23.8,1.11,34,58.9,24.6
77.2,76.41,23.8,1.26,30,61.5,24.6
74.1,74.91,24.0,1.72,33,61.2,24.4
73.5,73.01,24.2,2.88,34,62.7,24.5
73.5,71.33,23.8,2.37,33,63.0,24.7
73.5,69.98,23.8,2.03,29,62.0,24.6
73.2,68.61,24.1,2.76,35,59.8,24.5
72.6,66.96,24.2,4.09,29,58.0,24.6
73.6,65.82,23.7,3.11,33,58.7,24.7
75.1,66.78,23.9,1.97,32,63.5,24.8
74.2,68.79,24.1,1.19,33,64.3,24.6
74.9,70.14,24.4,1.75,32,62.1,24.6
75.2,69.62,24.2,1.55,36,62.7,24.5
72.8,69.23,24.1,1.12,30,59.0,24.5
72.4,68.15,24.2,3.0,31,58.3,24.5
75.3,67.23,24.1,2.07,34,55.5,24.4
77.1,65.24,24.1,2.46,28,58.6,24.3
78.2,63.49,24.1,1.47,31,62.0,24.3
80.7,66.74,24.0,1.1,34,60.5,24.4
79.4,65.65,24.0,1.38,34,62.0,24.2
77.8,64.73,24.1,2.02,34,60.2,24.3
81.6,64.36,24.1,2.63,33,58.0,24.4
81.5,64.23,24.1,5.21,30,61.9,24.4
79.3,57.93,24.1,1.83,28,64.9,24.2
80.5,0.0,24.1,3.8,34,53.8,24.5
80.5,28.18,24.0,3.35,34,57.0,24.0
79.4,33.8,23.9,0.41,30,57.8,23.4
81.5,33.81,24.0,2.36,34,57.4,23.6
83.1,33.8,24.2,3.62,32,57.4,23.8
80.9,33.8,24.0,3.94,32,57.9,23.2
80.3,33.8,24.0,3.78,27,58.2,23.2
82.0,34.23,23.9,1.93,29,56.7,23.6
83.0,33.79,24.1,1.51,33,61.9,23.6
81.0,33.8,24.1,2.41,22,57.3,23.0
83.4,33.74,24.1,3.1,33,57.2,23.4
86.0,33.71,24.1,0.93,29,56.8,23.7
86.3,33.71,24.1,2.25,31,56.9,23.7
82.6,33.75,24.1,2.96,34,56.9,23.2
81.4,33.8,24.1,3.22,27,57.3,23.2
83.2,33.79,24.1,1.6,30,56.4,23.5
83.5,33.78,24.1,2.14,33,57.3,23.5
81.6,34.08,24.1,2.12,24,56.7,23.0
82.5,27.08,24.1,3.4,27,60.2,23.3
85.2,0.0,24.1,0.81,28,55.6,23.7
85.2,0.0,24.1,0.81,29,55.6,23.7
85.2,0.0,24.1,0.81,26,55.6,23.7
85.2,0.0,24.1,0.81,26,55.6,23.7
85.2,0.0,24.1,0.81,28,55.6,23.7
85.2,0.0,24.1,0.81,28,55.6,23.7
85.2,0.0,24.1,0.81,31,55.6,23.7
85.2,0.0,24.1,0.81,34,55.6,23.7
87.7,0.0,24.0,3.4,25,61.7,23.8
90.4,0.0,23.8,0.99,33,56.5,24.0
89.9,0.0,24.0,1.19,33,55.8,24.3
87.3,0.0,24.3,0.96,27,54.3,25.0
86.8,0.0,23.9,1.36,36,54.9,25.2
86.5,0.0,23.7,2.87,38,54.6,25.3
86.7,0.0,24.1,2.56,37,54.7,25.3
87.3,0.0,24.3,5.3,37,54.5,25.4
87.9,0.0,23.9,4.11,38,54.9,25.4
88.3,0.0,24.1,2.52,35,54.0,25.4
88.1,0.0,24.4,2.9,39,54.6,25.5
87.9,0.0,24.0,1.58,45,56.3,25.5
88.1,0.0,24.1,4.02,38,54.3,25.6
88.4,0.0,24.1,2.15,39,54.9,25.5
89.0,0.0,24.1,0.68,45,55.2,25.4
89.4,0.0,24.0,2.62,36,54.0,25.5
88.9,0.0,24.0,3.28,38,54.0,25.6
88.8,0.0,24.1,3.0,38,53.7,25.7
89.4,0.0,24.1,1.05,38,54.4,25.6
89.6,0.0,24.1,1.66,42,54.0,25.6
89.6,0.0,23.9,0.56,45,53.6,25.6
89.6,0.0,24.1,0.38,46,54.4,25.7
89.3,0.0,24.3,1.75,38,54.2,25.7
89.5,0.0,24.1,0.62,39,53.4,25.7
89.1,0.0,24.1,0.63,37,53.4,25.7
89.8,0.0,24.2,1.36,40,53.2,25.4
90.0,0.0,24.2,1.33,38,53.7,25.4
90.1,0.0,24.1,0.82,38,53.3,25.4
90.1,0.0,23.9,1.14,39,53.2,25.4
90.1,0.0,24.3,0.43,44,52.9,25.4
90.0,0.0,24.3,1.13,42,53.4,25.4
89.4,0.0,24.0,1.18,45,53.6,25.5
89.1,0.0,24.0,0.86,44,53.4,25.6
88.6,0.0,24.0,1.77,39,52.8,25.7
88.6,0.0,24.3,1.4,38,53.3,25.7
88.1,0.0,24.1,2.2,45,52.8,25.9
87.6,0.0,24.0,1.09,52,53.1,26.0
87.9,0.0,24.0,2.02,46,53.4,25.9
87.7,0.0,24.0,2.83,45,52.8,26.0
87.6,0.0,24.0,2.38,53,53.3,26.0
87.3,0.0,23.9,2.42,48,53.1,26.1
87.2,0.0,24.2,2.63,54,52.9,26.1
87.2,0.0,24.2,2.63,53,52.9,26.1
87.2,0.0,24.2,2.63,55,52.9,26.1
87.2,0.0,24.2,2.63,54,52.9,26.1
87.2,0.0,24.2,2.63,47,52.9,26.1
87.2,0.0,24.2,2.63,54,52.9,26.1
87.2,0.0,24.2,2.63,46,52.9,26.1
87.2,0.0,24.2,2.63,49,52.9,26.1
87.2,0.0,24.2,2.63,51,52.9,26.1
87.2,0.0,24.2,2.63,51,52.9,26.1
87.6,0.0,24.1,3.17,36,54.8,25.7
87.7,0.0,24.0,3.69,45,53.2,25.7
86.7,0.0,23.9,1.98,55,52.7,26.0
87.0,0.0,24.3,0.85,52,53.6,25.9
86.3,0.0,24.3,2.02,50,53.0,26.1
86.6,0.0,24.3,1.78,48,53.0,26.0
85.8,0.0,24.2,2.28,47,52.8,26.2
85.6,0.0,24.2,2.18,41,53.2,26.2
85.8,0.0,24.0,1.69,40,52.9,26.2
85.9,0.0,23.9,2.51,38,52.8,26.1
85.3,0.0,24.1,2.47,41,52.6,26.2
85.0,0.0,24.2,1.96,50,52.7,26.2
85.0,0.0,24.2,1.96,49,52.7,26.2
85.0,0.0,24.2,1.96,48,52.7,26.2
85.0,0.0,24.2,1.96,52,52.7,26.2
85.0,0.0,24.2,1.96,46,52.7,26.2
85.0,0.0,24.2,1.96,54,52.7,26.2
85.0,0.0,24.2,1.96,54,52.7,26.2
85.0,0.0,24.2,1.96,47,52.7,26.2
85.0,0.0,24.2,1.96,49,52.7,26.2
85.0,0.0,24.2,1.96,49,52.7,26.2
82.1,0.0,24.2,0.62,40,54.2,26.3
81.7,0.0,24.1,2.75,39,53.1,26.3
82.0,0.0,24.2,2.67,44,53.4,26.2
82.8,0.0,24.1,1.08,38,53.0,26.0
82.8,0.0,24.1,1.59,40,52.9,26.0
82.7,0.0,24.1,1.38,43,53.0,26.0
82.8,0.0,23.9,3.62,37,52.8,26.0
83.0,0.0,24.0,1.31,40,52.7,25.9
82.0,0.0,24.3,1.71,44,53.0,26.2
82.5,0.0,24.2,3.68,36,52.7,26.1
82.7,0.0,24.2,1.8,41,53.3,26.1
82.7,0.0,24.1,0.5,44,52.9,26.2
82.7,0.0,24.0,2.19,42,52.8,26.2
83.0,0.0,24.1,1.45,43,52.8,26.2
83.0,0.0,23.9,1.81,39,53.2,26.3
83.1,0.0,23.9,2.15,40,53.2,26.3
83.2,0.0,24.3,1.94,36,53.5,26.3
83.6,0.0,24.3,1.38,44,53.9,26.3
83.7,0.0,24.0,1.14,38,54.0,26.3
84.0,0.0,24.1,1.89,37,53.8,26.3
85.1,0.0,24.4,0.72,37,54.0,26.1
84.8,0.0,24.5,2.07,43,55.2,26.2
84.9,0.0,24.5,1.31,43,53.5,26.2
85.4,0.0,24.6,1.83,40,54.2,26.1
85.7,0.0,24.7,1.15,39,53.6,26.2
85.6,0.0,24.8,1.79,45,54.3,26.2
85.9,0.0,25.0,2.93,38,54.1,26.2
86.0,0.0,25.1,1.77,36,55.0,26.3
86.6,0.0,25.3,1.47,43,54.1,26.2
86.9,0.0,25.4,0.35,40,55.6,26.1
86.6,0.0,25.4,2.06,45,54.8,26.2
86.5,0.0,25.5,0.16,40,57.3,26.2
87.0,0.0,25.6,1.47,43,54.4,26.2
87.1,0.0,25.6,2.75,35,55.1,26.2
87.1,0.0,25.6,1.05,42,55.1,26.2
87.1,0.0,25.7,1.02,38,55.5,26.2
87.0,0.0,25.7,1.31,45,55.5,26.2
87.4,0.0,25.7,1.23,45,55.8,26.3
87.7,0.0,25.8,4.41,43,55.8,26.4
88.2,0.0,25.8,1.91,42,56.2,26.4
88.1,0.0,25.8,1.43,43,56.0,26.3
88.3,0.0,25.8,2.3,35,57.9,26.3
88.7,0.0,25.8,3.09,35,57.9,26.2
88.9,0.04,25.9,3.06,38,56.7,26.2
88.5,2.36,25.9,4.48,41,56.5,26.2
88.7,6.51,25.9,2.59,41,57.3,26.2
88.8,11.54,25.9,1.73,37,56.8,26.2
88.4,17.29,25.9,1.21,36,56.9,26.2
87.6,23.04,25.9,2.55,38,57.6,26.1
84.6,28.96,26.0,0.57,25,57.7,25.1
80.5,35.81,25.8,1.6,33,57.6,24.5
76.5,43.08,25.8,1.99,27,59.8,25.3
72.6,51.83,25.7,1.08,29,58.4,25.5
78.0,57.64,25.7,1.6,26,57.6,24.8
77.7,65.7,25.7,1.03,35,58.0,24.1
76.6,77.27,25.7,1.49,35,56.9,23.8
80.9,85.89,25.9,0.63,35,58.3,23.9
79.1,88.64,25.9,0.72,30,58.1,23.9
77.5,89.78,26.0,1.88,25,58.1,23.7
81.9,105.62,26.0,2.77,27,57.3,23.9
82.1,143.86,26.1,1.72,32,57.6,24.1
77.6,162.22,26.0,1.76,25,58.5,23.6
80.2,168.95,26.0,0.82,26,61.5,23.5
82.1,171.99,26.1,1.04,30,58.4,23.8
79.2,182.36,26.1,2.35,35,57.2,23.4
80.5,184.62,26.1,2.94,33,57.7,23.4
84.3,159.58,26.1,2.11,30,57.4,23.8
84.3,159.58,26.1,2.11,31,57.4,23.8
84.3,159.58,26.1,2.11,28,57.4,23.8
84.3,159.58,26.1,2.11,27,57.4,23.8
84.3,159.58,26.1,2.11,29,57.4,23.8
82.9,174.64,26.1,2.71,25,62.8,23.4
84.1,178.87,26.1,0.92,35,58.7,23.6
81.1,181.91,26.1,2.35,35,57.7,23.4
83.9,161.01,26.1,1.51,25,58.9,23.5
85.0,159.61,26.1,3.48,30,57.9,23.8
81.0,173.44,26.1,1.84,31,57.4,23.3
84.5,179.86,26.1,3.0,31,58.0,23.5
84.3,193.3,26.2,0.75,33,57.3,23.7
81.1,194.59,26.2,2.82,30,58.3,23.3
84.7,194.94,26.2,0.33,33,57.5,23.6
85.4,195.18,26.2,1.47,25,57.4,23.8
81.1,204.46,26.2,2.81,35,61.7,23.3
84.1,215.94,26.2,0.85,25,56.4,23.5
86.4,213.04,26.2,1.23,25,57.5,23.8
82.4,205.44,26.2,2.5,32,57.1,23.5
84.3,209.77,26.2,2.89,30,56.5,23.5
84.2,214.02,26.2,1.55,29,56.8,23.7
81.0,221.05,26.2,0.66,26,57.9,23.3
85.2,213.79,26.2,1.43,34,57.5,23.6
84.2,212.73,26.2,2.02,30,57.2,23.7
84.0,195.15,26.2,4.04,27,58.3,23.5
85.8,193.36,26.2,2.69,30,62.3,23.7
83.9,190.11,26.3,2.1,33,58.3,23.6
82.6,193.22,26.3,2.97,30,57.8,23.3
85.6,201.53,26.3,0.98,33,58.2,23.7
81.7,203.62,26.3,2.38,32,57.1,23.4
83.2,188.67,26.3,2.54,33,58.2,23.4
85.9,186.21,26.3,2.52,25,58.1,23.7
80.6,205.09,26.3,1.12,29,57.6,23.3
78.5,214.03,26.3,1.43,27,58.1,23.2
80.7,201.57,26.3,3.39,35,58.4,23.7
82.0,190.9,26.3,3.76,32,61.2,23.7
79.9,185.88,26.2,1.26,25,58.0,23.3
82.0,209.62,26.2,2.26,33,58.4,23.7
84.3,211.83,26.2,0.67,26,56.8,23.9
81.8,219.4,26.3,2.29,30,57.9,23.6
80.4,241.1,26.3,1.78,33,57.4,23.3
84.0,246.48,26.3,1.94,33,57.2,23.7
83.1,226.39,26.3,2.58,33,57.0,23.7
80.6,176.61,26.3,2.25,32,57.9,23.3
83.9,183.59,26.3,2.78,33,56.8,23.6
84.7,181.09,26.3,0.58,26,59.9,23.7
81.0,164.6,26.3,2.92,32,61.3,23.4
83.3,148.86,26.3,1.46,28,57.1,23.5
85.2,171.4,26.3,1.1,35,57.6,23.7
81.4,196.83,26.3,2.24,34,58.9,23.3
81.2,197.92,26.3,2.19,25,57.2,23.5
83.7,187.72,26.3,1.98,25,56.2,24.0
80.4,188.33,26.3,1.94,33,58.2,23.7
78.9,187.78,26.4,2.57,28,58.0,23.6
82.8,163.87,26.4,1.97,31,57.0,24.0
83.8,148.02,26.3,1.6,29,58.8,24.0
79.6,144.05,26.4,2.64,29,63.3,23.4
82.6,143.64,26.4,1.23,27,58.2,23.5
87.0,138.28,26.4,0.32,34,57.7,23.8
82.7,120.83,26.4,0.83,25,57.1,23.4
83.8,161.61,26.4,1.03,30,57.7,23.3
86.7,154.5,26.4,0.39,29,57.4,23.6
83.9,135.13,26.4,1.07,33,57.6,23.4
83.1,143.93,26.4,0.77,20,58.0,23.1
86.3,133.85,26.4,1.0,27,57.1,23.5
85.0,118.32,26.4,1.3,27,56.9,23.5
82.6,116.88,26.4,1.08,34,60.5,23.3
82.6,116.88,26.4,1.08,34,60.5,23.3
82.6,116.88,26.4,1.08,25,60.5,23.3
82.6,116.88,26.4,1.08,34,60.5,23.3
82.6,116.88,26.4,1.08,26,60.5,23.3
82.6,116.88,26.4,1.08,30,60.5,23.3
82.6,116.88,26.4,1.08,25,60.5,23.3
82.6,116.88,26.4,1.08,35,60.5,23.3
82.6,116.88,26.4,1.08,28,60.5,23.3
82.6,116.88,26.4,1.08,27,60.5,23.3
83.9,122.26,26.4,1.15,32,63.5,23.3
83.7,124.8,26.5,0.6,26,58.4,23.7
83.0,152.09,26.5,0.85,31,58.8,23.7
78.7,181.41,26.4,0.96,30,57.2,23.5
77.1,180.17,26.1,0.95,28,57.2,23.5
80.4,173.0,26.0,1.33,33,58.7,23.7
81.1,141.54,25.9,1.93,34,58.2,23.8
77.7,81.99,25.9,2.12,29,56.4,23.5
78.0,39.75,25.8,1.55,27,58.9,23.5
81.3,43.78,25.8,1.86,34,58.8,23.8
79.3,59.62,25.8,0.88,31,63.1,23.6
81.9,47.04,25.8,1.79,30,64.6,24.1
82.4,49.82,25.7,1.43,25,61.5,24.1
82.6,50.91,25.7,1.5,33,60.2,23.7
80.6,45.77,25.5,2.11,26,58.8,23.4
78.1,44.56,24.9,1.82,26,58.8,23.2
77.5,44.62,24.4,2.72,24,60.2,23.0
77.5,45.13,24.4,2.85,15,60.7,23.0
79.3,42.44,24.2,2.19,35,60.9,23.4
82.3,39.24,24.2,3.07,34,62.6,23.8
80.4,38.52,24.2,2.27,25,64.1,23.6
77.8,38.38,24.1,1.55,29,64.3,23.4
78.7,40.26,24.1,1.84,27,63.4,23.5
83.3,40.86,24.1,3.16,31,59.7,23.8
86.1,39.99,24.0,2.34,34,58.7,23.9
87.7,39.42,24.0,3.05,28,60.0,24.0
88.7,39.31,23.9,1.34,32,60.3,24.0
89.2,39.32,23.9,3.25,29,59.0,24.0
89.9,38.66,24.3,2.14,26,58.8,24.0
89.9,37.29,24.2,1.27,32,59.1,24.0
89.8,36.52,24.0,1.61,35,59.2,23.9
89.4,36.0,24.3,1.88,26,64.9,23.9
89.7,35.64,24.3,1.5,34,60.4,23.9
90.1,34.88,24.1,3.66,31,58.4,24.0
90.8,34.46,24.1,2.89,35,58.5,24.0
91.5,34.28,24.1,1.79,25,59.0,24.1
90.9,34.19,24.0,1.12,25,59.3,24.1
90.5,33.99,23.9,3.43,29,58.4,24.0
90.5,33.9,24.3,2.51,26,59.2,24.0
90.5,33.9,24.3,2.51,28,59.2,24.0
87.1,34.08,24.2,0.67,32,61.4,24.0
85.8,33.71,24.1,0.67,35,62.7,24.0
84.9,33.67,24.0,4.05,26,59.3,23.9
86.8,33.7,24.3,3.54,28,58.8,24.1
87.1,33.7,24.1,1.85,28,58.7,24.2
87.7,33.67,24.0,2.49,29,58.4,24.1
90.0,33.66,24.1,2.45,28,58.4,24.1
90.7,33.65,24.4,2.04,30,58.3,24.1
91.1,33.64,24.1,2.87,32,58.7,24.0
91.2,33.63,24.1,2.05,33,58.5,24.0
92.1,33.65,23.9,5.11,25,57.5,24.1
92.6,33.66,24.1,2.41,34,60.6,24.0
92.7,33.6,24.3,1.3,30,57.7,24.0
92.7,33.64,24.0,2.06,29,57.8,24.0
92.5,33.61,23.9,3.0,30,56.6,23.9
92.3,33.63,23.9,3.07,34,56.5,23.8
92.8,33.61,23.9,1.03,31,57.1,23.9
92.4,33.63,23.9,2.22,27,56.5,23.9
92.2,1.15,23.9,4.46,32,56.6,23.9
92.7,0.0,23.9,3.32,26,55.8,24.0
92.2,0.0,23.9,4.27,29,55.7,24.0
90.9,0.0,23.9,0.93,28,58.6,23.9
90.7,0.0,23.9,1.53,29,57.1,24.0
90.7,0.0,23.9,1.96,35,55.4,24.0
91.2,0.0,23.9,1.24,31,55.3,24.0
91.9,0.0,23.9,1.82,31,55.5,24.1
92.2,0.0,23.9,2.34,32,55.1,24.1
91.8,0.0,24.0,1.43,26,56.0,24.1
92.1,0.0,24.1,1.94,28,56.1,24.1
92.3,0.0,24.1,2.33,35,55.6,24.2
92.0,0.0,23.9,2.82,33,56.6,24.3
91.9,0.0,24.1,2.52,34,57.2,24.3
92.0,0.0,24.3,2.73,29,56.0,24.3
92.2,0.0,24.0,2.95,27,55.6,24.3
93.0,0.0,23.9,2.33,26,56.4,24.3
93.0,0.0,24.2,3.69,35,57.2,24.5
91.4,57.53,24.1,2.07,34,56.2,24.6
90.8,62.24,23.9,3.16,33,55.6,24.7
90.5,61.82,24.1,3.99,32,54.9,24.8
90.2,61.87,24.4,0.7,29,55.8,24.8
90.0,61.85,24.1,1.81,29,54.8,24.9
89.9,61.24,24.0,1.54,32,53.6,24.9
89.8,61.27,24.0,1.61,36,55.1,24.9
89.8,61.48,24.0,2.53,34,54.2,25.0
89.6,61.09,24.0,3.14,34,55.2,25.0
89.5,61.12,23.9,2.33,31,55.6,25.0
89.5,47.18,24.2,2.96,27,55.7,25.0
89.4,0.0,24.0,2.43,28,52.7,25.0
89.6,0.0,24.0,2.79,35,52.2,25.0
89.7,0.0,24.2,3.01,27,52.7,25.0
89.8,0.0,24.0,1.35,36,52.4,25.0
89.9,0.0,23.9,3.61,30,52.7,24.9
89.7,0.0,24.0,1.39,29,52.4,25.0
88.9,0.0,24.3,1.17,34,52.2,25.1
88.3,0.0,24.0,1.59,29,52.2,25.3
87.8,0.0,23.9,3.61,32,52.1,25.3
87.5,0.0,24.3,0.59,27,52.5,25.4
87.6,0.0,24.3,1.58,26,52.2,25.4
88.3,0.0,24.2,2.14,36,52.4,25.2
88.0,0.0,24.1,1.68,31,52.6,25.3
87.7,0.0,24.1,2.05,29,52.4,25.3
87.5,0.0,24.0,1.77,31,52.5,25.3
87.5,0.0,24.1,2.0,35,52.2,25.3
87.6,0.0,24.2,1.82,26,52.9,25.2
87.5,0.0,24.2,2.41,36,52.1,25.3
87.6,0.0,24.2,1.74,31,52.1,25.2
87.3,0.0,24.1,3.33,27,51.9,25.3
87.4,0.0,23.9,7.75,27,52.1,25.3
87.2,0.0,24.3,2.21,31,51.9,25.3
87.4,0.0,24.0,4.03,27,52.9,25.3
87.3,0.0,24.1,6.27,32,52.9,25.3
87.2,0.0,24.2,2.66,34,52.4,25.3
87.3,0.0,23.9,3.77,33,52.4,25.3
87.2,0.0,23.9,3.72,32,52.7,25.3
87.2,0.0,24.0,0.68,25,52.1,25.3
87.0,0.0,24.3,3.28,31,52.0,25.3
87.1,0.0,24.2,4.49,26,51.8,25.3
86.8,0.0,24.1,4.22,36,51.9,25.3
86.7,0.0,24.0,2.61,35,52.2,25.4
86.7,0.0,24.0,4.22,29,52.1,25.4
86.6,0.0,24.2,2.44,28,52.0,25.4
86.5,0.0,24.1,3.26,28,52.1,25.4
86.6,0.0,24.2,2.4,28,52.2,25.4
86.6,0.0,24.1,1.88,27,52.2,25.4
86.8,0.0,24.1,2.74,35,51.7,25.3
86.8,0.0,24.1,1.21,32,51.6,25.3
86.7,0.0,24.1,3.02,32,51.8,25.3
86.5,0.0,24.0,1.74,34,51.7,25.4
86.7,0.0,24.0,2.3,36,51.9,25.3
86.7,0.0,24.0,0.55,29,51.5,25.3
86.7,0.0,23.9,0.51,32,51.8,25.3
86.7,0.0,24.1,1.41,36,51.6,25.3
86.7,0.0,24.3,1.0,30,51.6,25.3
86.5,0.0,24.1,0.93,32,52.0,25.4
86.5,0.0,24.0,0.7,32,51.8,25.4
86.5,0.0,24.1,0.75,27,51.8,25.4
86.6,0.0,24.0,0.76,32,51.8,25.3
86.4,0.0,24.0,1.43,28,51.9,25.4
86.4,0.0,23.9,0.52,34,52.1,25.4
86.3,0.0,24.0,0.97,30,51.9,25.4
86.3,0.0,24.3,0.77,31,51.8,25.4
86.2,0.0,24.1,0.29,33,52.0,25.4
86.2,0.0,24.0,0.54,35,51.8,25.4
86.2,0.0,24.0,0.92,30,52.0,25.4
86.2,0.0,24.0,0.86,33,52.1,25.4
86.2,0.0,23.9,1.22,27,51.9,25.4
86.1,0.0,24.1,0.37,26,51.8,25.4
86.1,0.0,24.4,0.52,29,51.8,25.4
85.9,0.0,24.1,0.56,33,52.0,25.4
85.9,0.0,24.0,1.37,33,52.1,25.4
86.0,0.0,24.0,0.86,35,52.0,25.4
86.0,0.0,24.0,0.64,31,52.0,25.4
85.8,0.0,24.0,1.1,28,52.1,25.5
86.0,0.0,24.2,0.92,31,51.9,25.4
85.9,0.0,23.9,0.81,29,52.3,25.4
85.9,0.0,24.0,0.69,31,51.7,25.4
85.8,0.0,24.2,0.71,33,51.8,25.5
85.9,0.0,24.2,0.5,33,51.9,25.4
86.0,0.0,24.1,0.44,29,51.9,25.4
85.8,0.0,24.1,0.31,33,52.1,25.5
85.8,0.0,24.0,1.24,25,51.8,25.5
85.9,0.0,23.9,0.37,32,51.8,25.5
85.9,0.0,24.2,0.12,26,52.2,25.4
85.8,0.0,24.3,0.23,30,52.2,25.5
